"","station","day_week","entries"
"2362","SOUTH FERRY","Saturday",11793.5
"2363","SOUTH FERRY","Sunday",10989.5
"2364","SOUTH FERRY","Thursday",22095.75
"2365","SOUTH FERRY","Tuesday",22823.5
"2366","SOUTH FERRY","Wednesday",22374.25
"2367","SPRING ST","Friday",28157.75
"2368","SPRING ST","Monday",20991.75
"2369","SPRING ST","Saturday",17199
"2370","SPRING ST","Sunday",14631.75
"2371","SPRING ST","Thursday",27238
"2372","SPRING ST","Tuesday",25675
"2373","SPRING ST","Wednesday",27101.5
"2374","STEINWAY ST","Friday",15839.5
"2375","STEINWAY ST","Monday",13010.75
"2376","STEINWAY ST","Saturday",9161.25
"2377","STEINWAY ST","Sunday",8273.25
"2378","STEINWAY ST","Thursday",15480
"2379","STEINWAY ST","Tuesday",15327.25
"2380","STEINWAY ST","Wednesday",15692
"2381","STERLING ST","Friday",6035.5
"2382","STERLING ST","Monday",4132.5
"2383","STERLING ST","Saturday",289.25
"2384","STERLING ST","Sunday",1
"2385","STERLING ST","Thursday",6091.5
"2386","STERLING ST","Tuesday",5844.75
"2387","STERLING ST","Wednesday",6110.75
"2388","ST. GEORGE","Friday",13131.75
"2389","ST. GEORGE","Monday",11262.5
"2390","ST. GEORGE","Saturday",4605.25
"2391","ST. GEORGE","Sunday",3800
"2392","ST. GEORGE","Thursday",13866.25
"2393","ST. GEORGE","Tuesday",14092.75
"2394","ST. GEORGE","Wednesday",14296.5
"2395","STILLWELL AVE","Friday",14349
"2396","STILLWELL AVE","Monday",20330.75
"2397","STILLWELL AVE","Saturday",19362.5
"2398","STILLWELL AVE","Sunday",15319.25
"2399","STILLWELL AVE","Thursday",13683.5
"2400","STILLWELL AVE","Tuesday",15673.75
"2401","STILLWELL AVE","Wednesday",14158.75
"2402","ST LAWRENCE AVE","Friday",4384.75
"2403","ST LAWRENCE AVE","Monday",3871
"2404","ST LAWRENCE AVE","Saturday",2858.5
"2405","ST LAWRENCE AVE","Sunday",2365.25
"2406","ST LAWRENCE AVE","Thursday",4340
"2407","ST LAWRENCE AVE","Tuesday",4279
"2408","ST LAWRENCE AVE","Wednesday",4364.25
"2409","SUTPHIN BLVD","Friday",29883.25
"2410","SUTPHIN BLVD","Monday",27201
"2411","SUTPHIN BLVD","Saturday",18177.75
"2412","SUTPHIN BLVD","Sunday",15617.5
"2413","SUTPHIN BLVD","Thursday",30057.5
"2414","SUTPHIN BLVD","Tuesday",30073.25
"2415","SUTPHIN BLVD","Wednesday",29954
"2416","SUTTER AVE","Friday",13533
"2417","SUTTER AVE","Monday",10202.75
"2418","SUTTER AVE","Saturday",3853.25
"2419","SUTTER AVE","Sunday",2900.25
"2420","SUTTER AVE","Thursday",13360.25
"2421","SUTTER AVE","Tuesday",13361.75
"2422","SUTTER AVE","Wednesday",13593.5
"2423","THIRTY THIRD ST","Friday",49539.25
"2424","THIRTY THIRD ST","Monday",31190.25
"2425","THIRTY THIRD ST","Saturday",21071
"2426","THIRTY THIRD ST","Sunday",20368.5
"2427","THIRTY THIRD ST","Thursday",35123.5
"2428","THIRTY THIRD ST","Tuesday",33765.25
"2429","THIRTY THIRD ST","Wednesday",36512.5
"2430","TOMPKINSVILLE","Friday",793.25
"2431","TOMPKINSVILLE","Monday",658
"2432","TOMPKINSVILLE","Saturday",533.75
"2433","TOMPKINSVILLE","Sunday",379.5
"2434","TOMPKINSVILLE","Thursday",802
"2435","TOMPKINSVILLE","Tuesday",815.75
"2436","TOMPKINSVILLE","Wednesday",796.5
"2437","TREMONT AVE","Friday",10186.75
"2438","TREMONT AVE","Monday",9096.25
"2439","TREMONT AVE","Saturday",6501.25
"2440","TREMONT AVE","Sunday",5269.75
"2441","TREMONT AVE","Thursday",10066
"2442","TREMONT AVE","Tuesday",10060.75
"2443","TREMONT AVE","Wednesday",10118.75
"2444","TWENTY THIRD ST","Friday",7926
"2445","TWENTY THIRD ST","Monday",6773.25
"2446","TWENTY THIRD ST","Saturday",3506.5
"2447","TWENTY THIRD ST","Sunday",2834.75
"2448","TWENTY THIRD ST","Thursday",8925.5
"2449","TWENTY THIRD ST","Tuesday",8759.5
"2450","TWENTY THIRD ST","Wednesday",8274.5
"2451","UNION ST","Friday",6400
"2452","UNION ST","Monday",5341
"2453","UNION ST","Saturday",4200.25
"2454","UNION ST","Sunday",3973
"2455","UNION ST","Thursday",6674.25
"2456","UNION ST","Tuesday",6395.5
"2457","UNION ST","Wednesday",6607.25
"2458","UNION TPK-KEW G","Friday",28044.25
"2459","UNION TPK-KEW G","Monday",24548.25
"2460","UNION TPK-KEW G","Saturday",13320
"2461","UNION TPK-KEW G","Sunday",10641
"2462","UNION TPK-KEW G","Thursday",29273
"2463","UNION TPK-KEW G","Tuesday",29434
"2464","UNION TPK-KEW G","Wednesday",29567.25
"2465","UTICA AVE","Friday",15739.75
"2466","UTICA AVE","Monday",14918
"2467","UTICA AVE","Saturday",12143.25
"2468","UTICA AVE","Sunday",10761.25
"2469","UTICA AVE","Thursday",15699.75
"2470","UTICA AVE","Tuesday",15930.25
"2471","UTICA AVE","Wednesday",15924
"2472","VAN ALSTON-21ST","Friday",1530.5
"2473","VAN ALSTON-21ST","Monday",1292.25
"2474","VAN ALSTON-21ST","Saturday",1038.25
"2475","VAN ALSTON-21ST","Sunday",962.25
"2476","VAN ALSTON-21ST","Thursday",1487.5
"2477","VAN ALSTON-21ST","Tuesday",1403.75
"2478","VAN ALSTON-21ST","Wednesday",1391.5
"2479","VAN SICLEN AVE","Friday",9979.5
"2480","VAN SICLEN AVE","Monday",8200
"2481","VAN SICLEN AVE","Saturday",4285.25
"2482","VAN SICLEN AVE","Sunday",3450
"2483","VAN SICLEN AVE","Thursday",9844.75
"2484","VAN SICLEN AVE","Tuesday",9934.75
"2485","VAN SICLEN AVE","Wednesday",10038.5
"2486","VAN WYCK BLVD","Friday",4949
"2487","VAN WYCK BLVD","Monday",4368
"2488","VAN WYCK BLVD","Saturday",2472.25
"2489","VAN WYCK BLVD","Sunday",2108
"2490","VAN WYCK BLVD","Thursday",5072.5
"2491","VAN WYCK BLVD","Tuesday",5180
"2492","VAN WYCK BLVD","Wednesday",5163
"2493","VERNON/JACKSON","Friday",14595
"2494","VERNON/JACKSON","Monday",12179.5
"2495","VERNON/JACKSON","Saturday",7806.75
"2496","VERNON/JACKSON","Sunday",6949.75
"2497","VERNON/JACKSON","Thursday",14864.75
"2498","VERNON/JACKSON","Tuesday",14730.75
"2499","VERNON/JACKSON","Wednesday",15062.75
"2500","W 4 ST-WASH SQ","Friday",44452.75
"2501","W 4 ST-WASH SQ","Monday",36070.25
"2502","W 4 ST-WASH SQ","Saturday",31895.75
"2503","W 4 ST-WASH SQ","Sunday",30195
"2504","W 4 ST-WASH SQ","Thursday",43998.25
"2505","W 4 ST-WASH SQ","Tuesday",42956.5
"2506","W 4 ST-WASH SQ","Wednesday",43636.5
"2507","W 8 ST-AQUARIUM","Friday",2271
"2508","W 8 ST-AQUARIUM","Monday",2966.75
"2509","W 8 ST-AQUARIUM","Saturday",1853
"2510","W 8 ST-AQUARIUM","Sunday",1703.75
"2511","W 8 ST-AQUARIUM","Thursday",2194.75
"2512","W 8 ST-AQUARIUM","Tuesday",2486.5
"2513","W 8 ST-AQUARIUM","Wednesday",2204
"2514","WAKEFIELD-241","Friday",5472
"2515","WAKEFIELD-241","Monday",5123.25
"2516","WAKEFIELD-241","Saturday",3702.25
"2517","WAKEFIELD-241","Sunday",3206.5
"2518","WAKEFIELD-241","Thursday",5389.25
"2519","WAKEFIELD-241","Tuesday",5545
"2520","WAKEFIELD-241","Wednesday",5547
"2521","WALL ST","Friday",54145.75
"2522","WALL ST","Monday",44465.5
"2523","WALL ST","Saturday",18597.5
"2524","WALL ST","Sunday",14479.25
"2525","WALL ST","Thursday",58489.75
"2526","WALL ST","Tuesday",57137.75
"2527","WALL ST","Wednesday",58594.75
"2528","WASHINGTON-36 A","Friday",7826
"2529","WASHINGTON-36 A","Monday",6948
"2530","WASHINGTON-36 A","Saturday",5741
"2531","WASHINGTON-36 A","Sunday",5094.75
"2532","WASHINGTON-36 A","Thursday",7829.5
"2533","WASHINGTON-36 A","Tuesday",7952.5
"2534","WASHINGTON-36 A","Wednesday",7878.25
"2535","WESTCHESTER SQ","Friday",7368.5
"2536","WESTCHESTER SQ","Monday",6250
"2537","WESTCHESTER SQ","Saturday",3381.5
"2538","WESTCHESTER SQ","Sunday",2548.5
"2539","WESTCHESTER SQ","Thursday",7407.5
"2540","WESTCHESTER SQ","Tuesday",7525.75
"2541","WESTCHESTER SQ","Wednesday",7589.75
"2542","WHITLOCK AVE","Friday",1841.5
"2543","WHITLOCK AVE","Monday",1656.75
"2544","WHITLOCK AVE","Saturday",1136.25
"2545","WHITLOCK AVE","Sunday",930.5
"2546","WHITLOCK AVE","Thursday",1813
"2547","WHITLOCK AVE","Tuesday",1828.75
"2548","WHITLOCK AVE","Wednesday",1810.25
"2549","WILSON AVE","Friday",4533.5
"2550","WILSON AVE","Monday",4102.5
"2551","WILSON AVE","Saturday",3161.25
"2552","WILSON AVE","Sunday",2929.5
"2553","WILSON AVE","Thursday",4438.75
"2554","WILSON AVE","Tuesday",4472.25
"2555","WILSON AVE","Wednesday",4437.75
"2556","WINTHROP ST","Friday",7954.75
"2557","WINTHROP ST","Monday",5593
"2558","WINTHROP ST","Saturday",174
"2559","WINTHROP ST","Sunday",0.5
"2560","WINTHROP ST","Thursday",7943.25
"2561","WINTHROP ST","Tuesday",7878.5
"2562","WINTHROP ST","Wednesday",8097.25
"2563","WOODHAVEN BLVD","Friday",28447.25
"2564","WOODHAVEN BLVD","Monday",24715.75
"2565","WOODHAVEN BLVD","Saturday",17995.25
"2566","WOODHAVEN BLVD","Sunday",14988.5
"2567","WOODHAVEN BLVD","Thursday",27749.25
"2568","WOODHAVEN BLVD","Tuesday",27531
"2569","WOODHAVEN BLVD","Wednesday",28093
"2570","WOODLAWN ROAD","Friday",8053.75
"2571","WOODLAWN ROAD","Monday",7259.75
"2572","WOODLAWN ROAD","Saturday",4820.5
"2573","WOODLAWN ROAD","Sunday",4251.25
"2574","WOODLAWN ROAD","Thursday",8064.25
"2575","WOODLAWN ROAD","Tuesday",8288.5
"2576","WOODLAWN ROAD","Wednesday",8216.25
"2577","YORK ST","Friday",9374
"2578","YORK ST","Monday",7658.75
"2579","YORK ST","Saturday",4859.25
"2580","YORK ST","Sunday",4361.25
"2581","YORK ST","Thursday",9510
"2582","YORK ST","Tuesday",9228
"2583","YORK ST","Wednesday",9477
"2584","ZEREGA AVE","Friday",3152
"2585","ZEREGA AVE","Monday",2938.25
"2586","ZEREGA AVE","Saturday",3736.75
"2587","ZEREGA AVE","Sunday",1396
"2588","ZEREGA AVE","Thursday",3276.33333333333
"2589","ZEREGA AVE","Tuesday",3392
"2590","ZEREGA AVE","Wednesday",2892.75
