"","station","date","hour","day_week","entries"
"1","CYPRESS HILLS","05-01-11",0,"Sunday",0
"2","CYPRESS HILLS","05-01-11",4,"Sunday",0
"3","CYPRESS HILLS","05-01-11",12,"Sunday",0
"4","CYPRESS HILLS","05-01-11",16,"Sunday",0
"5","CYPRESS HILLS","05-01-11",20,"Sunday",0
"6","CYPRESS HILLS","05-02-11",0,"Monday",15
"7","CYPRESS HILLS","05-02-11",4,"Monday",19
"8","CYPRESS HILLS","05-02-11",8,"Monday",488
"9","CYPRESS HILLS","05-02-11",12,"Monday",490
"10","CYPRESS HILLS","05-02-11",16,"Monday",231
"11","CYPRESS HILLS","05-02-11",20,"Monday",235
"12","CYPRESS HILLS","05-03-11",0,"Tuesday",74
"13","CYPRESS HILLS","05-03-11",4,"Tuesday",20
"14","CYPRESS HILLS","05-03-11",12,"Tuesday",975
"15","CYPRESS HILLS","05-03-11",16,"Tuesday",267
"16","CYPRESS HILLS","05-03-11",20,"Tuesday",277
"17","CYPRESS HILLS","05-04-11",0,"Wednesday",83
"18","CYPRESS HILLS","05-04-11",4,"Wednesday",24
"19","CYPRESS HILLS","05-04-11",8,"Wednesday",532
"20","CYPRESS HILLS","05-04-11",12,"Wednesday",454
"21","CYPRESS HILLS","05-04-11",16,"Wednesday",247
"22","CYPRESS HILLS","05-04-11",20,"Wednesday",220
"23","CYPRESS HILLS","05-05-11",0,"Thursday",59
"24","CYPRESS HILLS","05-05-11",4,"Thursday",19
"25","CYPRESS HILLS","05-05-11",12,"Thursday",995
"26","CYPRESS HILLS","05-05-11",16,"Thursday",307
"27","CYPRESS HILLS","05-05-11",20,"Thursday",228
"28","CYPRESS HILLS","05-06-11",0,"Friday",73
"29","CYPRESS HILLS","05-06-11",4,"Friday",22
"30","CYPRESS HILLS","05-06-11",12,"Friday",970
"31","CYPRESS HILLS","05-06-11",16,"Friday",286
"32","CYPRESS HILLS","05-06-11",20,"Friday",225
"33","CYPRESS HILLS","05-07-11",0,"Saturday",82
"34","CYPRESS HILLS","05-07-11",4,"Saturday",12
"35","CYPRESS HILLS","05-07-11",12,"Saturday",0
"36","CYPRESS HILLS","05-07-11",16,"Saturday",0
"37","CYPRESS HILLS","05-07-11",20,"Saturday",1
"38","CYPRESS HILLS","05-08-11",0,"Sunday",2
"39","CYPRESS HILLS","05-08-11",4,"Sunday",0
"40","CYPRESS HILLS","05-08-11",8,"Sunday",0
"41","CYPRESS HILLS","05-08-11",12,"Sunday",0
"42","CYPRESS HILLS","05-08-11",16,"Sunday",0
"43","CYPRESS HILLS","05-08-11",20,"Sunday",0
"44","CYPRESS HILLS","05-09-11",0,"Monday",0
"45","CYPRESS HILLS","05-09-11",4,"Monday",9
"46","CYPRESS HILLS","05-09-11",8,"Monday",495
"47","CYPRESS HILLS","05-09-11",12,"Monday",443
"48","CYPRESS HILLS","05-09-11",16,"Monday",283
"49","CYPRESS HILLS","05-09-11",20,"Monday",208
"50","CYPRESS HILLS","05-10-11",0,"Tuesday",63
"51","CYPRESS HILLS","05-10-11",4,"Tuesday",25
"52","CYPRESS HILLS","05-10-11",12,"Tuesday",985
"53","CYPRESS HILLS","05-10-11",16,"Tuesday",156
"54","CYPRESS HILLS","05-10-11",20,"Tuesday",113
"55","CYPRESS HILLS","05-11-11",0,"Wednesday",43
"56","CYPRESS HILLS","05-11-11",4,"Wednesday",332
"57","CYPRESS HILLS","05-11-11",8,"Wednesday",130
"58","CYPRESS HILLS","05-11-11",12,"Wednesday",865
"59","CYPRESS HILLS","05-11-11",16,"Wednesday",276
"60","CYPRESS HILLS","05-11-11",20,"Wednesday",235
"61","CYPRESS HILLS","05-12-11",0,"Thursday",70
"62","CYPRESS HILLS","05-12-11",4,"Thursday",27
"63","CYPRESS HILLS","05-12-11",8,"Thursday",231
"64","CYPRESS HILLS","05-12-11",12,"Thursday",704
"65","CYPRESS HILLS","05-12-11",16,"Thursday",287
"66","CYPRESS HILLS","05-12-11",20,"Thursday",240
"67","CYPRESS HILLS","05-13-11",0,"Friday",68
"68","CYPRESS HILLS","05-13-11",4,"Friday",13
"69","CYPRESS HILLS","05-13-11",8,"Friday",249
"70","CYPRESS HILLS","05-13-11",12,"Friday",673
"71","CYPRESS HILLS","05-13-11",16,"Friday",212
"72","CYPRESS HILLS","05-13-11",20,"Friday",309
"73","CYPRESS HILLS","05-14-11",0,"Saturday",103
"74","CYPRESS HILLS","05-14-11",4,"Saturday",20
"75","CYPRESS HILLS","05-14-11",12,"Saturday",308
"76","CYPRESS HILLS","05-14-11",16,"Saturday",211
"77","CYPRESS HILLS","05-14-11",20,"Saturday",129
"78","CYPRESS HILLS","05-15-11",0,"Sunday",66
"79","CYPRESS HILLS","05-15-11",4,"Sunday",27
"80","CYPRESS HILLS","05-15-11",12,"Sunday",214
"81","CYPRESS HILLS","05-15-11",16,"Sunday",173
"82","CYPRESS HILLS","05-15-11",20,"Sunday",110
"83","CYPRESS HILLS","05-16-11",0,"Monday",57
"84","CYPRESS HILLS","05-16-11",4,"Monday",15
"85","CYPRESS HILLS","05-16-11",8,"Monday",217
"86","CYPRESS HILLS","05-16-11",12,"Monday",686
"87","CYPRESS HILLS","05-16-11",16,"Monday",248
"88","CYPRESS HILLS","05-16-11",20,"Monday",216
"89","CYPRESS HILLS","05-17-11",0,"Tuesday",64
"90","CYPRESS HILLS","05-17-11",4,"Tuesday",23
"91","CYPRESS HILLS","05-17-11",8,"Tuesday",249
"92","CYPRESS HILLS","05-17-11",12,"Tuesday",678
"93","CYPRESS HILLS","05-17-11",16,"Tuesday",268
"94","CYPRESS HILLS","05-17-11",20,"Tuesday",194
"95","CYPRESS HILLS","05-18-11",0,"Wednesday",77
"96","CYPRESS HILLS","05-18-11",4,"Wednesday",15
"97","CYPRESS HILLS","05-18-11",12,"Wednesday",250
"98","CYPRESS HILLS","05-18-11",16,"Wednesday",699
"99","CYPRESS HILLS","05-18-11",20,"Wednesday",167
"100","CYPRESS HILLS","05-19-11",0,"Thursday",362
"101","CYPRESS HILLS","05-19-11",4,"Thursday",15
"102","CYPRESS HILLS","05-19-11",12,"Thursday",963
"103","CYPRESS HILLS","05-19-11",16,"Thursday",256
"104","CYPRESS HILLS","05-19-11",20,"Thursday",243
"105","CYPRESS HILLS","05-20-11",0,"Friday",69
"106","CYPRESS HILLS","05-20-11",4,"Friday",20
"107","CYPRESS HILLS","05-20-11",8,"Friday",233
"108","CYPRESS HILLS","05-20-11",12,"Friday",206
"109","CYPRESS HILLS","05-20-11",16,"Friday",778
"110","CYPRESS HILLS","05-20-11",20,"Friday",256
"111","CYPRESS HILLS","05-21-11",0,"Saturday",70
"112","CYPRESS HILLS","05-21-11",4,"Saturday",18
"113","CYPRESS HILLS","05-21-11",12,"Saturday",385
"114","CYPRESS HILLS","05-21-11",16,"Saturday",206
"115","CYPRESS HILLS","05-21-11",20,"Saturday",135
"116","CYPRESS HILLS","05-22-11",0,"Sunday",86
"117","CYPRESS HILLS","05-22-11",4,"Sunday",25
"118","CYPRESS HILLS","05-22-11",12,"Sunday",242
"119","CYPRESS HILLS","05-22-11",16,"Sunday",167
"120","CYPRESS HILLS","05-22-11",20,"Sunday",87
"121","CYPRESS HILLS","05-23-11",0,"Monday",45
"122","CYPRESS HILLS","05-23-11",4,"Monday",15
"123","CYPRESS HILLS","05-23-11",8,"Monday",238
"124","CYPRESS HILLS","05-23-11",12,"Monday",681
"125","CYPRESS HILLS","05-23-11",16,"Monday",246
"126","CYPRESS HILLS","05-23-11",20,"Monday",197
"127","CYPRESS HILLS","05-24-11",0,"Tuesday",68
"128","CYPRESS HILLS","05-24-11",4,"Tuesday",21
"129","CYPRESS HILLS","05-24-11",8,"Tuesday",487
"130","CYPRESS HILLS","05-24-11",12,"Tuesday",477
"131","CYPRESS HILLS","05-24-11",16,"Tuesday",276
"132","CYPRESS HILLS","05-24-11",20,"Tuesday",225
"133","CYPRESS HILLS","05-25-11",0,"Wednesday",96
"134","CYPRESS HILLS","05-25-11",4,"Wednesday",20
"135","CYPRESS HILLS","05-25-11",12,"Wednesday",944
"136","CYPRESS HILLS","05-26-11",0,"Thursday",470
"137","CYPRESS HILLS","05-26-11",4,"Thursday",16
"138","CYPRESS HILLS","05-26-11",8,"Thursday",614
"139","CYPRESS HILLS","05-26-11",12,"Thursday",433
"140","CYPRESS HILLS","05-26-11",16,"Thursday",278
"141","CYPRESS HILLS","05-26-11",20,"Thursday",226
"142","CYPRESS HILLS","05-27-11",0,"Friday",92
"143","CYPRESS HILLS","05-27-11",4,"Friday",15
"144","CYPRESS HILLS","05-27-11",12,"Friday",899
"145","CYPRESS HILLS","05-27-11",16,"Friday",261
"146","CYPRESS HILLS","05-27-11",20,"Friday",227
"147","CYPRESS HILLS","05-28-11",0,"Saturday",93
"148","CYPRESS HILLS","05-28-11",4,"Saturday",16
"149","CYPRESS HILLS","05-28-11",12,"Saturday",347
"150","CYPRESS HILLS","05-28-11",16,"Saturday",228
"151","CYPRESS HILLS","05-28-11",20,"Saturday",146
"152","CYPRESS HILLS","05-29-11",0,"Sunday",86
"153","CYPRESS HILLS","05-29-11",4,"Sunday",48
"154","CYPRESS HILLS","05-29-11",12,"Sunday",263
"155","CYPRESS HILLS","05-29-11",16,"Sunday",190
"156","CYPRESS HILLS","05-29-11",20,"Sunday",120
"157","CYPRESS HILLS","05-30-11",0,"Monday",89
"158","CYPRESS HILLS","05-30-11",4,"Monday",25
"159","CYPRESS HILLS","05-30-11",8,"Monday",74
"160","CYPRESS HILLS","05-30-11",12,"Monday",261
"161","CYPRESS HILLS","05-30-11",16,"Monday",257
"162","CYPRESS HILLS","05-30-11",20,"Monday",146
"163","CYPRESS HILLS","05-31-11",0,"Tuesday",89
"164","CYPRESS HILLS","05-31-11",4,"Tuesday",26
"165","CYPRESS HILLS","05-31-11",8,"Tuesday",241
"166","CYPRESS HILLS","05-31-11",12,"Tuesday",680
"167","CYPRESS HILLS","05-31-11",16,"Tuesday",295
"168","CYPRESS HILLS","05-31-11",20,"Tuesday",203
"169","ELDERTS LANE","05-01-11",0,"Sunday",0
"170","ELDERTS LANE","05-01-11",4,"Sunday",0
"171","ELDERTS LANE","05-01-11",8,"Sunday",0
"172","ELDERTS LANE","05-01-11",12,"Sunday",0
"173","ELDERTS LANE","05-01-11",16,"Sunday",0
"174","ELDERTS LANE","05-01-11",20,"Sunday",0
"175","ELDERTS LANE","05-02-11",0,"Monday",54
"176","ELDERTS LANE","05-02-11",4,"Monday",35
"177","ELDERTS LANE","05-02-11",8,"Monday",960
"178","ELDERTS LANE","05-02-11",12,"Monday",1319
"179","ELDERTS LANE","05-02-11",16,"Monday",1004
"180","ELDERTS LANE","05-02-11",20,"Monday",505
"181","ELDERTS LANE","05-03-11",0,"Tuesday",129
"182","ELDERTS LANE","05-03-11",4,"Tuesday",37
"183","ELDERTS LANE","05-03-11",8,"Tuesday",353
"184","ELDERTS LANE","05-03-11",12,"Tuesday",2039
"185","ELDERTS LANE","05-03-11",16,"Tuesday",964
"186","ELDERTS LANE","05-03-11",20,"Tuesday",566
"187","ELDERTS LANE","05-04-11",0,"Wednesday",162
"188","ELDERTS LANE","05-04-11",4,"Wednesday",34
"189","ELDERTS LANE","05-04-11",12,"Wednesday",1916
"190","ELDERTS LANE","05-04-11",20,"Wednesday",1280
"191","ELDERTS LANE","05-05-11",0,"Thursday",824
"192","ELDERTS LANE","05-05-11",4,"Thursday",37
"193","ELDERTS LANE","05-05-11",8,"Thursday",1122
"194","ELDERTS LANE","05-05-11",12,"Thursday",1236
"195","ELDERTS LANE","05-05-11",16,"Thursday",999
"196","ELDERTS LANE","05-05-11",20,"Thursday",584
"197","ELDERTS LANE","05-06-11",0,"Friday",170
"198","ELDERTS LANE","05-06-11",4,"Friday",46
"199","ELDERTS LANE","05-06-11",8,"Friday",604
"200","ELDERTS LANE","05-06-11",12,"Friday",1676
"201","ELDERTS LANE","05-06-11",16,"Friday",954
"202","ELDERTS LANE","05-06-11",20,"Friday",483
"203","ELDERTS LANE","05-07-11",0,"Saturday",183
"204","ELDERTS LANE","05-07-11",4,"Saturday",45
"205","ELDERTS LANE","05-07-11",12,"Saturday",1
"206","ELDERTS LANE","05-07-11",16,"Saturday",0
"207","ELDERTS LANE","05-07-11",20,"Saturday",0
"208","ELDERTS LANE","05-08-11",0,"Sunday",0
"209","ELDERTS LANE","05-08-11",4,"Sunday",0
"210","ELDERTS LANE","05-08-11",12,"Sunday",0
"211","ELDERTS LANE","05-08-11",16,"Sunday",0
"212","ELDERTS LANE","05-08-11",20,"Sunday",0
"213","ELDERTS LANE","05-09-11",0,"Monday",2
"214","ELDERTS LANE","05-09-11",4,"Monday",14
"215","ELDERTS LANE","05-09-11",8,"Monday",321
"216","ELDERTS LANE","05-09-11",12,"Monday",1951
"217","ELDERTS LANE","05-09-11",16,"Monday",923
"218","ELDERTS LANE","05-09-11",20,"Monday",574
"219","ELDERTS LANE","05-10-11",0,"Tuesday",163
"220","ELDERTS LANE","05-10-11",4,"Tuesday",37
"221","ELDERTS LANE","05-10-11",8,"Tuesday",1030
"222","ELDERTS LANE","05-10-11",12,"Tuesday",1303
"223","ELDERTS LANE","05-10-11",16,"Tuesday",961
"224","ELDERTS LANE","05-10-11",20,"Tuesday",549
"225","ELDERTS LANE","05-11-11",0,"Wednesday",150
"226","ELDERTS LANE","05-11-11",4,"Wednesday",40
"227","ELDERTS LANE","05-11-11",12,"Wednesday",2297
"228","ELDERTS LANE","05-11-11",16,"Wednesday",899
"229","ELDERTS LANE","05-11-11",20,"Wednesday",476
"230","ELDERTS LANE","05-12-11",0,"Thursday",135
"231","ELDERTS LANE","05-12-11",4,"Thursday",259
"232","ELDERTS LANE","05-12-11",12,"Thursday",2318
"233","ELDERTS LANE","05-12-11",16,"Thursday",950
"234","ELDERTS LANE","05-12-11",20,"Thursday",91
"235","ELDERTS LANE","05-13-11",0,"Friday",680
"236","ELDERTS LANE","05-13-11",4,"Friday",41
"237","ELDERTS LANE","05-13-11",8,"Friday",442
"238","ELDERTS LANE","05-13-11",12,"Friday",1825
"239","ELDERTS LANE","05-13-11",16,"Friday",1014
"240","ELDERTS LANE","05-13-11",20,"Friday",480
"241","ELDERTS LANE","05-14-11",0,"Saturday",214
"242","ELDERTS LANE","05-14-11",4,"Saturday",44
"243","ELDERTS LANE","05-14-11",12,"Saturday",1011
"244","ELDERTS LANE","05-14-11",16,"Saturday",658
"245","ELDERTS LANE","05-14-11",20,"Saturday",416
"246","ELDERTS LANE","05-15-11",0,"Sunday",196
"247","ELDERTS LANE","05-15-11",4,"Sunday",46
"248","ELDERTS LANE","05-15-11",12,"Sunday",636
"249","ELDERTS LANE","05-15-11",16,"Sunday",384
"250","ELDERTS LANE","05-15-11",20,"Sunday",265
"251","ELDERTS LANE","05-16-11",0,"Monday",144
"252","ELDERTS LANE","05-16-11",4,"Monday",40
"253","ELDERTS LANE","05-16-11",8,"Monday",272
"254","ELDERTS LANE","05-16-11",12,"Monday",1952
"255","ELDERTS LANE","05-16-11",16,"Monday",180
"256","ELDERTS LANE","05-16-11",20,"Monday",451
"257","ELDERTS LANE","05-17-11",0,"Tuesday",55
"258","ELDERTS LANE","05-17-11",4,"Tuesday",975
"259","ELDERTS LANE","05-17-11",8,"Tuesday",169
"260","ELDERTS LANE","05-17-11",12,"Tuesday",2022
"261","ELDERTS LANE","05-17-11",16,"Tuesday",895
"262","ELDERTS LANE","05-17-11",20,"Tuesday",498
"263","ELDERTS LANE","05-18-11",0,"Wednesday",144
"264","ELDERTS LANE","05-18-11",4,"Wednesday",37
"265","ELDERTS LANE","05-18-11",8,"Wednesday",470
"266","ELDERTS LANE","05-18-11",12,"Wednesday",1840
"267","ELDERTS LANE","05-18-11",16,"Wednesday",964
"268","ELDERTS LANE","05-18-11",20,"Wednesday",551
"269","ELDERTS LANE","05-19-11",0,"Thursday",155
"270","ELDERTS LANE","05-19-11",4,"Thursday",49
"271","ELDERTS LANE","05-19-11",8,"Thursday",827
"272","ELDERTS LANE","05-19-11",12,"Thursday",1498
"273","ELDERTS LANE","05-19-11",16,"Thursday",974
"274","ELDERTS LANE","05-19-11",20,"Thursday",592
"275","ELDERTS LANE","05-20-11",0,"Friday",198
"276","ELDERTS LANE","05-20-11",4,"Friday",53
"277","ELDERTS LANE","05-20-11",12,"Friday",1978
"278","ELDERTS LANE","05-20-11",16,"Friday",889
"279","ELDERTS LANE","05-20-11",20,"Friday",422
"280","ELDERTS LANE","05-21-11",0,"Saturday",681
"281","ELDERTS LANE","05-21-11",4,"Saturday",40
"282","ELDERTS LANE","05-21-11",8,"Saturday",141
"283","ELDERTS LANE","05-21-11",12,"Saturday",886
"284","ELDERTS LANE","05-21-11",16,"Saturday",579
"285","ELDERTS LANE","05-21-11",20,"Saturday",290
"286","ELDERTS LANE","05-22-11",0,"Sunday",228
"287","ELDERTS LANE","05-22-11",4,"Sunday",48
"288","ELDERTS LANE","05-22-11",12,"Sunday",667
"289","ELDERTS LANE","05-22-11",16,"Sunday",395
"290","ELDERTS LANE","05-22-11",20,"Sunday",270
"291","ELDERTS LANE","05-23-11",0,"Monday",131
"292","ELDERTS LANE","05-23-11",4,"Monday",41
"293","ELDERTS LANE","05-23-11",8,"Monday",287
"294","ELDERTS LANE","05-23-11",12,"Monday",1898
"295","ELDERTS LANE","05-23-11",16,"Monday",939
"296","ELDERTS LANE","05-23-11",20,"Monday",470
"297","ELDERTS LANE","05-24-11",0,"Tuesday",158
"298","ELDERTS LANE","05-24-11",4,"Tuesday",41
"299","ELDERTS LANE","05-24-11",8,"Tuesday",1023
"300","ELDERTS LANE","05-24-11",12,"Tuesday",1252
"301","ELDERTS LANE","05-24-11",16,"Tuesday",1000
"302","ELDERTS LANE","05-24-11",20,"Tuesday",536
"303","ELDERTS LANE","05-25-11",0,"Wednesday",154
"304","ELDERTS LANE","05-25-11",4,"Wednesday",39
"305","ELDERTS LANE","05-25-11",8,"Wednesday",853
"306","ELDERTS LANE","05-25-11",12,"Wednesday",1488
"307","ELDERTS LANE","05-25-11",16,"Wednesday",1013
"308","ELDERTS LANE","05-25-11",20,"Wednesday",512
"309","ELDERTS LANE","05-26-11",0,"Thursday",182
"310","ELDERTS LANE","05-26-11",4,"Thursday",35
"311","ELDERTS LANE","05-26-11",8,"Thursday",171
"312","ELDERTS LANE","05-26-11",12,"Thursday",2155
"313","ELDERTS LANE","05-26-11",16,"Thursday",1009
"314","ELDERTS LANE","05-26-11",20,"Thursday",552
"315","ELDERTS LANE","05-27-11",0,"Friday",169
"316","ELDERTS LANE","05-27-11",4,"Friday",18
"317","ELDERTS LANE","05-27-11",8,"Friday",458
"318","ELDERTS LANE","05-27-11",12,"Friday",1747
"319","ELDERTS LANE","05-27-11",16,"Friday",1023
"320","ELDERTS LANE","05-27-11",20,"Friday",471
"321","ELDERTS LANE","05-28-11",0,"Saturday",225
"322","ELDERTS LANE","05-28-11",4,"Saturday",48
"323","ELDERTS LANE","05-28-11",12,"Saturday",952
"324","ELDERTS LANE","05-28-11",16,"Saturday",473
"325","ELDERTS LANE","05-28-11",20,"Saturday",340
"326","ELDERTS LANE","05-29-11",0,"Sunday",206
"327","ELDERTS LANE","05-29-11",4,"Sunday",88
"328","ELDERTS LANE","05-29-11",8,"Sunday",98
"329","ELDERTS LANE","05-29-11",12,"Sunday",584
"330","ELDERTS LANE","05-29-11",16,"Sunday",480
"331","ELDERTS LANE","05-29-11",20,"Sunday",250
"332","ELDERTS LANE","05-30-11",0,"Monday",190
"333","ELDERTS LANE","05-30-11",4,"Monday",62
"334","ELDERTS LANE","05-30-11",8,"Monday",117
"335","ELDERTS LANE","05-30-11",12,"Monday",676
"336","ELDERTS LANE","05-30-11",16,"Monday",512
"337","ELDERTS LANE","05-30-11",20,"Monday",343
"338","ELDERTS LANE","05-31-11",0,"Tuesday",193
"339","ELDERTS LANE","05-31-11",4,"Tuesday",42
"340","ELDERTS LANE","05-31-11",8,"Tuesday",834
"341","ELDERTS LANE","05-31-11",12,"Tuesday",1373
"342","ELDERTS LANE","05-31-11",16,"Tuesday",973
"343","ELDERTS LANE","05-31-11",20,"Tuesday",484
"344","FOREST PARKWAY","05-01-11",0,"Sunday",1
"345","FOREST PARKWAY","05-01-11",4,"Sunday",0
"346","FOREST PARKWAY","05-01-11",12,"Sunday",0
"347","FOREST PARKWAY","05-01-11",16,"Sunday",1
"348","FOREST PARKWAY","05-01-11",20,"Sunday",0
"349","FOREST PARKWAY","05-02-11",0,"Monday",55
"350","FOREST PARKWAY","05-02-11",4,"Monday",35
"351","FOREST PARKWAY","05-02-11",8,"Monday",786
"352","FOREST PARKWAY","05-02-11",12,"Monday",1838
"353","FOREST PARKWAY","05-02-11",16,"Monday",541
"354","FOREST PARKWAY","05-02-11",20,"Monday",419
"355","FOREST PARKWAY","05-03-11",0,"Tuesday",194
"356","FOREST PARKWAY","05-03-11",4,"Tuesday",22
"357","FOREST PARKWAY","05-03-11",8,"Tuesday",1189
"358","FOREST PARKWAY","05-03-11",12,"Tuesday",1498
"359","FOREST PARKWAY","05-03-11",16,"Tuesday",606
"360","FOREST PARKWAY","05-03-11",20,"Tuesday",482
"361","FOREST PARKWAY","05-04-11",0,"Wednesday",178
"362","FOREST PARKWAY","05-04-11",4,"Wednesday",37
"363","FOREST PARKWAY","05-04-11",12,"Wednesday",2636
"364","FOREST PARKWAY","05-04-11",16,"Wednesday",569
"365","FOREST PARKWAY","05-04-11",20,"Wednesday",406
"366","FOREST PARKWAY","05-05-11",0,"Thursday",163
"367","FOREST PARKWAY","05-05-11",4,"Thursday",35
"368","FOREST PARKWAY","05-05-11",8,"Thursday",495
"369","FOREST PARKWAY","05-05-11",12,"Thursday",2161
"370","FOREST PARKWAY","05-05-11",16,"Thursday",617
"371","FOREST PARKWAY","05-05-11",20,"Thursday",461
"372","FOREST PARKWAY","05-06-11",0,"Friday",194
"373","FOREST PARKWAY","05-06-11",4,"Friday",22
"374","FOREST PARKWAY","05-06-11",8,"Friday",1412
"375","FOREST PARKWAY","05-06-11",12,"Friday",1155
"376","FOREST PARKWAY","05-06-11",16,"Friday",627
"377","FOREST PARKWAY","05-06-11",20,"Friday",499
"378","FOREST PARKWAY","05-07-11",0,"Saturday",219
"379","FOREST PARKWAY","05-07-11",4,"Saturday",23
"380","FOREST PARKWAY","05-07-11",16,"Saturday",12
"381","FOREST PARKWAY","05-07-11",20,"Saturday",1
"382","FOREST PARKWAY","05-08-11",0,"Sunday",0
"383","FOREST PARKWAY","05-08-11",4,"Sunday",0
"384","FOREST PARKWAY","05-08-11",8,"Sunday",0
"385","FOREST PARKWAY","05-08-11",12,"Sunday",1
"386","FOREST PARKWAY","05-08-11",16,"Sunday",0
"387","FOREST PARKWAY","05-08-11",20,"Sunday",0
"388","FOREST PARKWAY","05-09-11",0,"Monday",12
"389","FOREST PARKWAY","05-09-11",4,"Monday",25
"390","FOREST PARKWAY","05-09-11",12,"Monday",2584
"391","FOREST PARKWAY","05-09-11",16,"Monday",565
"392","FOREST PARKWAY","05-09-11",20,"Monday",403
"393","FOREST PARKWAY","05-10-11",0,"Tuesday",203
"394","FOREST PARKWAY","05-10-11",4,"Tuesday",36
"395","FOREST PARKWAY","05-10-11",12,"Tuesday",2705
"396","FOREST PARKWAY","05-10-11",16,"Tuesday",624
"397","FOREST PARKWAY","05-10-11",20,"Tuesday",441
"398","FOREST PARKWAY","05-11-11",0,"Wednesday",190
"399","FOREST PARKWAY","05-11-11",4,"Wednesday",44
"400","FOREST PARKWAY","05-11-11",12,"Wednesday",2695
"401","FOREST PARKWAY","05-11-11",16,"Wednesday",601
"402","FOREST PARKWAY","05-11-11",20,"Wednesday",439
"403","FOREST PARKWAY","05-12-11",0,"Thursday",177
"404","FOREST PARKWAY","05-12-11",4,"Thursday",47
"405","FOREST PARKWAY","05-12-11",8,"Thursday",1028
"406","FOREST PARKWAY","05-12-11",12,"Thursday",1629
"407","FOREST PARKWAY","05-12-11",16,"Thursday",583
"408","FOREST PARKWAY","05-12-11",20,"Thursday",433
"409","FOREST PARKWAY","05-13-11",0,"Friday",200
"410","FOREST PARKWAY","05-13-11",4,"Friday",37
"411","FOREST PARKWAY","05-13-11",8,"Friday",428
"412","FOREST PARKWAY","05-13-11",12,"Friday",2108
"413","FOREST PARKWAY","05-13-11",16,"Friday",565
"414","FOREST PARKWAY","05-13-11",20,"Friday",505
"415","FOREST PARKWAY","05-14-11",0,"Saturday",250
"416","FOREST PARKWAY","05-14-11",4,"Saturday",32
"417","FOREST PARKWAY","05-14-11",8,"Saturday",76
"418","FOREST PARKWAY","05-14-11",12,"Saturday",1003
"419","FOREST PARKWAY","05-14-11",16,"Saturday",520
"420","FOREST PARKWAY","05-14-11",20,"Saturday",362
"421","FOREST PARKWAY","05-15-11",0,"Sunday",200
"422","FOREST PARKWAY","05-15-11",4,"Sunday",25
"423","FOREST PARKWAY","05-15-11",8,"Sunday",208
"424","FOREST PARKWAY","05-15-11",12,"Sunday",523
"425","FOREST PARKWAY","05-15-11",16,"Sunday",385
"426","FOREST PARKWAY","05-15-11",20,"Sunday",271
"427","FOREST PARKWAY","05-16-11",0,"Monday",145
"428","FOREST PARKWAY","05-16-11",4,"Monday",40
"429","FOREST PARKWAY","05-16-11",8,"Monday",778
"430","FOREST PARKWAY","05-16-11",12,"Monday",1799
"431","FOREST PARKWAY","05-16-11",16,"Monday",578
"432","FOREST PARKWAY","05-16-11",20,"Monday",372
"433","FOREST PARKWAY","05-17-11",0,"Tuesday",167
"434","FOREST PARKWAY","05-17-11",4,"Tuesday",43
"435","FOREST PARKWAY","05-17-11",8,"Tuesday",672
"436","FOREST PARKWAY","05-17-11",12,"Tuesday",1920
"437","FOREST PARKWAY","05-17-11",16,"Tuesday",527
"438","FOREST PARKWAY","05-17-11",20,"Tuesday",450
"439","FOREST PARKWAY","05-18-11",0,"Wednesday",184
"440","FOREST PARKWAY","05-18-11",4,"Wednesday",44
"441","FOREST PARKWAY","05-18-11",8,"Wednesday",408
"442","FOREST PARKWAY","05-18-11",12,"Wednesday",2188
"443","FOREST PARKWAY","05-18-11",16,"Wednesday",581
"444","FOREST PARKWAY","05-18-11",20,"Wednesday",392
"445","FOREST PARKWAY","05-19-11",0,"Thursday",150
"446","FOREST PARKWAY","05-19-11",4,"Thursday",47
"447","FOREST PARKWAY","05-19-11",12,"Thursday",2616
"448","FOREST PARKWAY","05-19-11",16,"Thursday",525
"449","FOREST PARKWAY","05-19-11",20,"Thursday",429
"450","FOREST PARKWAY","05-20-11",0,"Friday",197
"451","FOREST PARKWAY","05-20-11",4,"Friday",45
"452","FOREST PARKWAY","05-20-11",12,"Friday",2486
"453","FOREST PARKWAY","05-20-11",16,"Friday",590
"454","FOREST PARKWAY","05-20-11",20,"Friday",441
"455","FOREST PARKWAY","05-21-11",0,"Saturday",235
"456","FOREST PARKWAY","05-21-11",4,"Saturday",45
"457","FOREST PARKWAY","05-21-11",12,"Saturday",1170
"458","FOREST PARKWAY","05-21-11",16,"Saturday",508
"459","FOREST PARKWAY","05-21-11",20,"Saturday",342
"460","FOREST PARKWAY","05-22-11",0,"Sunday",275
"461","FOREST PARKWAY","05-22-11",4,"Sunday",44
"462","FOREST PARKWAY","05-22-11",8,"Sunday",87
"463","FOREST PARKWAY","05-22-11",12,"Sunday",709
"464","FOREST PARKWAY","05-22-11",16,"Sunday",410
"465","FOREST PARKWAY","05-22-11",20,"Sunday",248
"466","FOREST PARKWAY","05-23-11",0,"Monday",143
"467","FOREST PARKWAY","05-23-11",4,"Monday",42
"468","FOREST PARKWAY","05-23-11",8,"Monday",502
"469","FOREST PARKWAY","05-23-11",12,"Monday",2076
"470","FOREST PARKWAY","05-23-11",16,"Monday",539
